application_id,project_name,organization_id,track_code,program_round,focus_area,public_district,requested_usd,submitted_at,application_status
A26-7834,Hawthorne Senior Wellness Program,ORG-0041,community_health,spring_2026,home_weatherization,North Ridge,36000,2026-03-14T10:30:00-08:00,pending_correction
A26-5138,Brighton Building Efficiency Collaborative,ORG-0123,climate_resilience,spring_2026,building_cooling,Meadow Loop,21500,2026-02-05T10:50:00-08:00,submitted
A26-5094,South Market Climate Ready Blocks,ORG-0416,climate_resilience,spring_2026,flood_resilience,Meadow Loop,55000,2026-03-05T11:30:00-08:00,submitted
A26-0934,University Heights Compost Education Network,ORG-0144,climate_resilience,spring_2026,flood_resilience,East Market,15000,2026-02-27T15:10:00-08:00,submitted
A26-6018,Ashland Rain Garden Network,ORG-0255,climate_resilience,spring_2026,urban_heat,Oak Junction,53000,2026-01-29T12:20:00-08:00,submitted
A26-8014,Glenwood Local Vendor Support,ORG-0084,small_business,spring_2026,home_weatherization,North Ridge,55000,2026-03-16T16:50:00-08:00,submitted
A26-5068,South Market Urban Forestry Fellows,ORG-0179,climate_resilience,spring_2026,green_infrastructure,Harbor Point,38000,2026-01-13T10:00:00-08:00,withdrawn
A26-2233,Glenwood Resilience Resource Center,ORG-0008,climate_resilience,spring_2026,building_cooling,North Ridge,62500,2026-01-28T10:00:00-08:00,submitted
A26-4568,Valley View Compost Education Network,ORG-0130,climate_resilience,spring_2026,urban_heat,River Ward,21500,2026-01-22T14:30:00-08:00,submitted
A26-0166,Old Town Food Recovery Team,ORG-0163,food_security,spring_2026,urban_heat,North Ridge,47000,2026-02-15T14:30:00-08:00,submitted
A26-0632,Cool Roof Block,ORG-0204,climate_resilience,spring_2026,building_cooling,East Market,45000,2026-03-03T11:45:00-08:00,submitted
A26-5141,Lakeside Porch Cooling Partnership,ORG-0413,neighborhood_arts,spring_2026,urban_heat,Harbor Point,24500,2026-02-05T13:50:00-08:00,submitted
A26-5049,Hillcrest Urban Forestry Fellows,ORG-0377,climate_resilience,spring_2026,building_cooling,West Terrace,43500,2026-02-05T13:20:00-08:00,submitted
A26-5139,Harborview Stormwater Block Initiative,ORG-0453,climate_resilience,spring_2026,urban_heat,South Harbor,32000,2026-02-28T14:50:00-08:00,submitted
A26-2064,Magnolia Park Emergency Cooling Outreach,ORG-0147,climate_resilience,spring_2026,building_cooling,Lake District,50000,2026-01-25T11:10:00-08:00,submitted
A26-3635,Terrace Park Cool Roof Partnership,ORG-0270,climate_resilience,spring_2026,urban_heat,North Ridge,21500,2026-03-01T08:10:00-08:00,submitted
A26-5027,Pinehurst Heat Relief Collaborative,ORG-0359,climate_resilience,spring_2026,urban_heat,Cedar Basin,35000,2026-02-01T15:00:00-08:00,submitted
A26-4847,Millbrook Heat Resilience Hubs,ORG-0052,climate_resilience,spring_2026,flood_resilience,Oak Junction,56500,2026-02-11T13:40:00-08:00,submitted
A26-0044,Juniper Square Building Efficiency Collaborative,ORG-0019,climate_resilience,winter_2025,urban_heat,Meadow Loop,29500,2026-01-27T12:30:00-08:00,submitted
A26-0307,Cedar Grove Flood Preparedness Team,ORG-0227,climate_resilience,winter_2025,flood_resilience,West Terrace,40500,2026-01-15T09:30:00-08:00,draft
A26-5126,Bayview Heat Relief Collaborative,ORG-0443,food_security,spring_2026,building_cooling,East Market,43500,2026-01-24T10:50:00-08:00,submitted
A26-5035,Brookfield Urban Forestry Fellows,ORG-0364,climate_resilience,spring_2026,green_infrastructure,River Ward,53000,2026-01-13T15:20:00-08:00,submitted
A26-2224,College Park Heat Relief Partnership,ORG-0062,climate_resilience,spring_2026,green_infrastructure,East Market,38000,2026-02-26T10:10:00-08:00,submitted
A26-4506,Maplewood Resilience Resource Center,ORG-0101,climate_resilience,spring_2026,green_infrastructure,River Ward,38000,2026-02-22T10:40:00-08:00,submitted
A26-3848,Hillcrest Heat Resilience Hubs,ORG-0039,climate_resilience,spring_2026,building_cooling,Meadow Loop,39000,2026-02-05T16:20:00-08:00,submitted
A26-4951,Rosewood Emergency Cooling Outreach,ORG-0116,climate_resilience,spring_2026,urban_heat,Harbor Point,55000,2026-03-17T11:40:00-08:00,withdrawn
A26-6375,Garden District After-School Learning Lab,ORG-0161,youth_learning,fall_2025,home_weatherization,Meadow Loop,58500,2026-02-14T16:00:00-08:00,submitted
A26-8205,Westhaven Flood Preparedness Team,ORG-0180,climate_resilience,spring_2026,urban_heat,South Harbor,43000,2026-02-15T13:30:00-08:00,submitted
A26-0841,Meadow Park Rain Garden Network,ORG-0186,climate_resilience,spring_2026,green_infrastructure,Meadow Loop,37000,2026-03-05T16:30:00-08:00,submitted
A26-8836,Highland Entrepreneur Coaching Circle,ORG-0172,small_business,spring_2026,green_infrastructure,East Market,25000,2026-02-07T09:20:00-08:00,submitted
A26-5012,Elmwood Creek Buffer Project,ORG-0123,climate_resilience,spring_2026,green_infrastructure,South Harbor,44500,2026-02-03T12:40:00-08:00,submitted
A26-5108,South Market Drainage Action Group,ORG-0426,climate_resilience,spring_2026,urban_heat,Central Commons,27500,2026-03-05T09:30:00-08:00,submitted
A26-5060,Northgate Heat Relief Collaborative,ORG-0386,climate_resilience,spring_2026,building_cooling,River Ward,25000,2026-01-26T10:50:00-08:00,submitted
A26-4438,Garden District Compost Education Network,ORG-0068,climate_resilience,spring_2026,flood_resilience,East Market,60500,2026-02-19T13:50:00-08:00,submitted
A26-5057,Riverside Shade Corridor Project,ORG-0384,neighborhood_arts,spring_2026,building_cooling,Lake District,19000,2026-01-15T12:20:00-08:00,duplicate
A26-1847,Tree Canopy Fellows,ORG-0117,climate_resilience,spring_2026,urban_heat,North Ridge,49500,2026-03-01T14:20:00-08:00,submitted
A26-1265,Rosewood Heat Relief Partnership,ORG-0185,climate_resilience,spring_2026,home_weatherization,Cedar Basin,27500,2026-01-19T08:40:00-08:00,submitted
A26-5105,Lakewood Flood Readiness Team,ORG-0424,climate_resilience,spring_2026,green_infrastructure,Lake District,41500,2026-02-23T15:00:00-08:00,submitted
A26-5026,Claremont Community Cooling Hub,ORG-0358,climate_resilience,fall_2025,urban_heat,South Harbor,23000,2026-03-05T21:31:00-08:00,submitted
A26-8629,Franklin Rain Garden Network,ORG-0033,climate_resilience,spring_2026,building_cooling,East Market,25500,2026-01-24T13:10:00-08:00,submitted
A26-7725,Harbor Point Main Street Market Lab,ORG-0277,small_business,spring_2026,building_cooling,East Market,15000,2026-03-16T09:20:00-08:00,submitted
A26-6280,Elmwood Local Vendor Support,ORG-0258,small_business,spring_2026,flood_resilience,Oak Junction,10500,2026-03-15T10:00:00-08:00,submitted
A26-5091,Lakewood Climate Ready Blocks,ORG-0413,urban_mobility,spring_2026,urban_heat,East Market,37000,2026-01-13T11:00:00-08:00,submitted
A26-5154,Willow Creek Resilience Resource Center,ORG-0464,climate_resilience,fall_2025,home_weatherization,Lake District,51000,2026-02-18T15:10:00-08:00,submitted
A26-0715,Lakeside Youth Leadership Academy,ORG-0006,youth_learning,spring_2026,building_cooling,Cedar Basin,46500,2026-03-11T13:40:00-08:00,submitted
A26-5006,Lincoln Heights Weatherization Collective,ORG-0344,climate_resilience,spring_2026,home_weatherization,Oak Junction,29000,2026-01-12T11:30:00-08:00,duplicate
A26-4971,Cedar Grove Creek Restoration Collaborative,ORG-0099,climate_resilience,fall_2025,green_infrastructure,Central Commons,49000,2026-02-09T14:30:00-08:00,submitted
A26-0309,South Market Youth Leadership Academy,ORG-0052,youth_learning,spring_2026,home_weatherization,North Ridge,63500,2026-02-04T15:20:00-08:00,submitted
A26-4805,Sherwood Tree Stewardship Network,ORG-0035,climate_resilience,spring_2026,flood_resilience,Lake District,33500,2026-01-21T11:40:00-08:00,submitted
A26-4060,Monroe Heights Main Street Market Lab,ORG-0199,small_business,fall_2025,home_weatherization,West Terrace,30000,2026-01-18T12:50:00-08:00,submitted
A26-5107,Lakewood Resilient Homes Network,ORG-0425,climate_resilience,spring_2026,building_cooling,Hill Corridor,24500,2026-02-07T09:20:00-08:00,submitted
A26-0994,Cedar Grove Cooling Network,ORG-0266,climate_resilience,spring_2026,building_cooling,Cedar Basin,34000,2026-03-01T15:10:00-08:00,submitted
A26-5111,Fairview Shade Corridor Project,ORG-0429,small_business,spring_2026,green_infrastructure,Hill Corridor,42500,2026-02-02T13:20:00-08:00,submitted
A26-6067,Hillcrest Community Music Series,ORG-0056,neighborhood_arts,spring_2026,building_cooling,Meadow Loop,64500,2026-01-30T16:30:00-08:00,submitted
A26-3554,Monroe Heights Flood Preparedness Team,ORG-0042,climate_resilience,spring_2026,flood_resilience,River Ward,46500,2026-03-04T10:50:00-08:00,submitted
A26-4394,Terrace Park Wellness Navigation Team,ORG-0278,community_health,spring_2026,building_cooling,East Market,63000,2026-02-23T09:10:00-08:00,submitted
A26-0536,Valley View Stormwater Action Group,ORG-0159,climate_resilience,spring_2026,flood_resilience,Harbor Point,56500,2026-03-12T14:20:00-08:00,submitted
A26-5046,Fox Hollow Native Plant Corridor,ORG-0374,climate_resilience,winter_2025,flood_resilience,East Market,32500,2026-02-04T09:20:00-08:00,submitted
A26-1237,Northgate Canopy Renewal Project,ORG-0152,climate_resilience,spring_2026,home_weatherization,North Ridge,11500,2026-02-23T09:40:00-08:00,withdrawn
A26-5014,Highland Tree Stewardship Circle,ORG-0349,climate_resilience,spring_2026,green_infrastructure,Lake District,28500,2026-02-10T14:40:00-08:00,submitted
A26-5054,Lakeside Climate Ready Blocks,ORG-0381,climate_resilience,spring_2026,home_weatherization,Harbor Point,34000,2026-01-30T15:50:00-08:00,submitted
A26-3614,Fox Hollow Energy Savings Workshop Series,ORG-0140,climate_resilience,spring_2026,urban_heat,Meadow Loop,59000,2026-02-12T15:10:00-08:00,submitted
A26-6587,Grandview Emergency Cooling Outreach,ORG-0077,climate_resilience,spring_2026,green_infrastructure,River Ward,55000,2026-02-05T15:40:00-08:00,pending_correction
A26-9458,Laurel Heights Youth Leadership Academy,ORG-0189,youth_learning,winter_2025,urban_heat,South Harbor,36000,2026-02-21T13:50:00-08:00,submitted
A26-2525,Wellington Weatherization Support Team,ORG-0155,climate_resilience,spring_2026,home_weatherization,South Harbor,35000,2026-01-29T10:30:00-08:00,submitted
A26-9806,Brighton Rain Garden Network,ORG-0199,climate_resilience,spring_2026,flood_resilience,Central Commons,32500,2026-02-19T11:20:00-08:00,submitted
A26-6127,Parkside Stormwater Action Group,ORG-0071,climate_resilience,summer_2026,flood_resilience,Central Commons,46500,2026-03-11T08:40:00-08:00,submitted
A26-5053,Harborview Flood Readiness Team,ORG-0068,climate_resilience,spring_2026,building_cooling,River Ward,41500,2026-02-07T14:50:00-08:00,submitted
A26-5037,Ashland Community Cooling Hub,ORG-0366,climate_resilience,spring_2026,urban_heat,Oak Junction,63500,2026-03-13T20:30:00-08:00,submitted
A26-6064,Ashland Reading Partnership,ORG-0085,youth_learning,spring_2026,home_weatherization,Meadow Loop,57500,2026-01-21T16:30:00-08:00,submitted
A26-5183,Stonebridge Flood Readiness Team,ORG-0128,climate_resilience,spring_2026,flood_resilience,Harbor Point,42500,2026-03-10T20:25:00-08:00,submitted
A26-5092,West End Weatherization Collective,ORG-0414,climate_resilience,spring_2026,urban_heat,North Ridge,47500,2026-01-25T09:00:00-08:00,submitted
A26-5090,South Market Shade Corridor Project,ORG-0412,climate_resilience,spring_2026,building_cooling,Cedar Basin,30000,2026-02-25T12:00:00-08:00,duplicate
A26-4318,South Market STEM Mentoring Network,ORG-0074,youth_learning,spring_2026,flood_resilience,Meadow Loop,38000,2026-01-29T16:00:00-08:00,submitted
A26-1995,Maplewood Weatherization Support Team,ORG-0121,climate_resilience,spring_2026,building_cooling,South Harbor,35500,2026-02-06T12:30:00-08:00,submitted
A26-5130,Elmwood Green Alley Partnership,ORG-0446,climate_resilience,spring_2026,flood_resilience,West Terrace,35500,2026-02-25T09:20:00-08:00,submitted
A26-8576,Lincoln Heights Creek Restoration Collaborative,ORG-0107,climate_resilience,spring_2026,green_infrastructure,East Market,29500,2026-02-13T13:50:00-08:00,submitted
A26-7705,Lakeside Building Efficiency Collaborative,ORG-0280,climate_resilience,spring_2026,home_weatherization,Lake District,22000,2026-01-23T15:50:00-08:00,submitted
A26-4127,Juniper Shade Corridors,ORG-0331,climate_resilience,spring_2026,urban_heat,North Ridge,47500,2026-02-26T16:40:00-08:00,submitted
A26-2933,Ashland After-School Learning Lab,ORG-0185,youth_learning,summer_2026,green_infrastructure,River Ward,62000,2026-01-28T08:00:00-08:00,draft
A26-5127,Grand Avenue Community Cooling Hub,ORG-0227,climate_resilience,spring_2026,flood_resilience,South Harbor,57500,2026-03-13T22:25:00-08:00,submitted
A26-9316,Millbrook Tree Stewardship Network,ORG-0041,climate_resilience,winter_2025,flood_resilience,North Ridge,29000,2026-03-01T10:20:00-08:00,submitted
A26-5101,Pinehurst Tree Stewardship Circle,ORG-0421,climate_resilience,spring_2026,building_cooling,West Terrace,48000,2026-01-15T09:10:00-08:00,submitted
A26-2031,Millbrook Native Plant Corridor,ORG-0135,climate_resilience,fall_2025,urban_heat,Lake District,27500,2026-02-24T15:50:00-08:00,submitted
A26-8788,Parkside Building Efficiency Collaborative,ORG-0040,climate_resilience,fall_2025,flood_resilience,Cedar Basin,59500,2026-02-27T15:40:00-08:00,submitted
A26-5059,Fox Hollow Community Cooling Hub,ORG-0078,climate_resilience,spring_2026,home_weatherization,Harbor Point,45000,2026-03-02T15:20:00-08:00,submitted
A26-1548,Greenfield Resilience Resource Center,ORG-0171,climate_resilience,spring_2026,flood_resilience,Lake District,44000,2026-03-07T09:10:00-08:00,submitted
A26-1244,Meadow Park Emergency Cooling Outreach,ORG-0081,climate_resilience,spring_2026,green_infrastructure,River Ward,34000,2026-02-06T13:10:00-08:00,pending_correction
A26-0304,Stonebridge Flood Preparedness Team,ORG-0122,climate_resilience,spring_2026,urban_heat,Harbor Point,56500,2026-03-12T10:20:00-08:00,submitted
A26-0918,Redwood Stormwater Action Group,ORG-0191,climate_resilience,spring_2026,flood_resilience,West Terrace,21500,2026-03-15T13:50:00-08:00,submitted
A26-5004,Oak Terrace Porch Cooling Partnership,ORG-0342,climate_resilience,fall_2025,flood_resilience,Oak Junction,26500,2026-02-17T10:50:00-08:00,submitted
A26-4388,West End Stormwater Lab,ORG-0333,climate_resilience,spring_2026,flood_resilience,West Terrace,44000,2026-02-24T15:35:00-08:00,submitted
A26-0201,Rosewood Creek Restoration Collaborative,ORG-0275,climate_resilience,spring_2026,green_infrastructure,North Ridge,40500,2026-03-15T16:00:00-08:00,draft
A26-0817,Laurel Heights Weatherization Support Team,ORG-0213,climate_resilience,spring_2026,green_infrastructure,South Harbor,33000,2026-01-25T11:30:00-08:00,duplicate
A26-8698,Spring Hill Heat Relief Partnership,ORG-0158,climate_resilience,spring_2026,green_infrastructure,Harbor Point,52000,2026-02-19T09:40:00-08:00,submitted
A26-5162,Highland Tree Stewardship Network,ORG-0150,climate_resilience,spring_2026,building_cooling,Oak Junction,39000,2026-02-08T09:50:00-08:00,submitted
A26-5082,Yorktown Weatherization Collective,ORG-0404,climate_resilience,spring_2026,urban_heat,Oak Junction,52000,2026-01-26T12:20:00-08:00,submitted
A26-4229,Brookfield Cool Roof Partnership,ORG-0100,climate_resilience,spring_2026,green_infrastructure,Central Commons,29000,2026-03-06T10:30:00-08:00,submitted
A26-2434,South Market Artist Mentor Network,ORG-0069,neighborhood_arts,winter_2025,home_weatherization,South Harbor,16000,2026-02-09T10:50:00-08:00,submitted
A26-1331,Fairview Green Alley Project,ORG-0162,climate_resilience,spring_2026,home_weatherization,Oak Junction,23500,2026-01-21T12:50:00-08:00,submitted
A26-1133,Hillcrest Creek Restoration Collaborative,ORG-0144,climate_resilience,spring_2026,urban_heat,Central Commons,37000,2026-03-10T12:00:00-08:00,withdrawn
A26-5022,Civic Center Tree Stewardship Circle,ORG-0356,climate_resilience,spring_2026,flood_resilience,West Terrace,31000,2026-01-31T13:40:00-08:00,submitted
A26-5047,Brookfield Flood Readiness Team,ORG-0375,climate_resilience,spring_2026,green_infrastructure,Meadow Loop,56000,2026-02-27T12:40:00-08:00,submitted
A26-0200,Glenwood Community Solar Library,ORG-0099,climate_resilience,spring_2026,home_weatherization,Harbor Point,59500,2026-02-20T15:00:00-08:00,submitted
A26-8770,Quarry District Neighborhood Grocery Delivery,ORG-0266,food_security,spring_2026,urban_heat,River Ward,16500,2026-03-07T11:50:00-08:00,submitted
A26-6061,Eastwood Community Pantry Network,ORG-0020,food_security,spring_2026,building_cooling,West Terrace,31500,2026-03-09T16:20:00-08:00,submitted
A26-5034,Grand Avenue Resilient Homes Network,ORG-0363,neighborhood_arts,spring_2026,urban_heat,West Terrace,63500,2026-03-09T17:26:00-08:00,submitted
A26-5181,Hillcrest Native Plant Corridor,ORG-0034,climate_resilience,spring_2026,urban_heat,East Market,50500,2026-02-18T13:00:00-08:00,submitted
A26-5147,Lakewood Rain Garden Network,ORG-0418,climate_resilience,spring_2026,home_weatherization,North Ridge,20500,2026-03-11T21:45:00-08:00,submitted
A26-5016,Kingsley Stormwater Block Initiative,ORG-0351,climate_resilience,spring_2026,building_cooling,Harbor Point,48000,2026-02-13T13:30:00-08:00,submitted
A26-5123,Lincoln Heights Climate Ready Blocks,ORG-0440,climate_resilience,spring_2026,building_cooling,Cedar Basin,44000,2026-01-20T14:10:00-08:00,submitted
A26-0932,Brighton Weatherization Support Team,ORG-0058,climate_resilience,winter_2025,flood_resilience,Lake District,28000,2026-01-22T12:00:00-08:00,submitted
A26-5180,Parkview Urban Forestry Fellows,ORG-0482,climate_resilience,fall_2025,building_cooling,Meadow Loop,27000,2026-02-03T10:00:00-08:00,submitted
A26-5191,Meadow Park Home Energy Coaching,ORG-0131,climate_resilience,spring_2026,home_weatherization,North Ridge,41000,2026-03-14T14:40:00-08:00,draft
A26-5573,Fairview Weatherization Support Team,ORG-0069,climate_resilience,spring_2026,home_weatherization,Hill Corridor,12000,2026-02-22T14:50:00-08:00,submitted
A26-1158,Elmwood Heat Relief Partnership,ORG-0144,climate_resilience,summer_2026,green_infrastructure,Lake District,57000,2026-01-29T15:20:00-08:00,submitted
A26-5161,West End Green Alley Partnership,ORG-0469,community_health,fall_2025,building_cooling,Oak Junction,29000,2026-03-04T11:50:00-08:00,submitted
A26-0122,Kingston Flood Preparedness Team,ORG-0088,climate_resilience,spring_2026,home_weatherization,Central Commons,55000,2026-01-17T16:30:00-08:00,submitted
A26-2861,Willow Creek Community Solar Library,ORG-0024,climate_resilience,winter_2025,green_infrastructure,East Market,11000,2026-02-08T15:50:00-08:00,submitted
A26-4732,Franklin Native Plant Corridor,ORG-0225,climate_resilience,spring_2026,building_cooling,East Market,51500,2026-02-18T11:30:00-08:00,submitted
A26-5167,Kingsley Tree Stewardship Circle,ORG-0471,climate_resilience,spring_2026,building_cooling,East Market,62500,2026-01-28T15:30:00-08:00,submitted
A26-5009,Juniper Tree Stewardship Circle,ORG-0345,urban_mobility,spring_2026,building_cooling,Central Commons,42500,2026-03-10T18:02:00-08:00,duplicate
A26-9230,Highland Public Art Workshop,ORG-0041,neighborhood_arts,spring_2026,flood_resilience,Lake District,19500,2026-02-08T11:20:00-08:00,submitted
A26-2486,Prairie View Community Pantry Network,ORG-0163,food_security,spring_2026,urban_heat,East Market,40000,2026-01-31T16:50:00-08:00,submitted
A26-6359,Millbrook Building Efficiency Collaborative,ORG-0208,climate_resilience,spring_2026,flood_resilience,River Ward,15500,2026-02-10T11:30:00-08:00,submitted
A26-8466,Parkside Native Plant Corridor,ORG-0214,climate_resilience,spring_2026,home_weatherization,South Harbor,54500,2026-02-18T12:30:00-08:00,submitted
A26-0138,Bayview Pedestrian Safety Collaborative,ORG-0157,urban_mobility,spring_2026,building_cooling,Central Commons,52500,2026-01-16T09:30:00-08:00,submitted
A26-4793,Parkside Canopy Renewal Project,ORG-0249,climate_resilience,spring_2026,flood_resilience,Cedar Basin,47000,2026-03-05T11:20:00-08:00,withdrawn
A26-5031,Elmwood Rain Garden Network,ORG-0361,climate_resilience,spring_2026,urban_heat,Central Commons,58000,2026-01-15T09:00:00-08:00,submitted
A26-5052,Lakewood Green Alley Partnership,ORG-0380,climate_resilience,spring_2026,urban_heat,Lake District,35500,2026-01-19T13:40:00-08:00,submitted
A26-5073,Eastwood Urban Forestry Fellows,ORG-0397,small_business,spring_2026,home_weatherization,Central Commons,26500,2026-01-27T15:50:00-08:00,submitted
A26-0737,Grandview Creative Placemaking Team,ORG-0058,neighborhood_arts,spring_2026,flood_resilience,Central Commons,51500,2026-02-10T08:10:00-08:00,submitted
A26-7987,Spring Hill Green Alley Project,ORG-0128,climate_resilience,spring_2026,building_cooling,Oak Junction,20000,2026-02-10T13:10:00-08:00,submitted
A26-3355,Franklin Business Skills Workshop,ORG-0071,small_business,spring_2026,home_weatherization,River Ward,19500,2026-02-10T13:10:00-08:00,submitted
A26-2356,Yorktown Wellness Navigation Team,ORG-0064,community_health,summer_2026,building_cooling,Meadow Loop,24000,2026-02-10T10:50:00-08:00,pending_correction
A26-6745,Cedar Grove Emergency Cooling Outreach,ORG-0170,climate_resilience,spring_2026,home_weatherization,Harbor Point,41000,2026-01-22T11:00:00-08:00,submitted
A26-8425,Spring Hill Flood Preparedness Team,ORG-0093,climate_resilience,spring_2026,green_infrastructure,Cedar Basin,63000,2026-01-17T11:50:00-08:00,submitted
A26-0399,Rosewood Rain Garden Network,ORG-0047,climate_resilience,spring_2026,building_cooling,Meadow Loop,55500,2026-02-14T11:50:00-08:00,submitted
A26-6726,Juniper Square Native Plant Corridor,ORG-0235,climate_resilience,spring_2026,building_cooling,River Ward,48000,2026-03-03T09:00:00-08:00,submitted
A26-5769,Parkside Creative Placemaking Team,ORG-0180,neighborhood_arts,spring_2026,building_cooling,Oak Junction,17000,2026-03-14T12:20:00-08:00,submitted
A26-5041,Elmwood Porch Cooling Partnership,ORG-0370,climate_resilience,spring_2026,home_weatherization,Hill Corridor,19500,2026-01-26T13:40:00-08:00,submitted
A26-2331,Pleasant Valley Local Vendor Support,ORG-0265,small_business,spring_2026,home_weatherization,East Market,41000,2026-01-25T12:40:00-08:00,submitted
A26-5681,Parkside Cool Roof Partnership,ORG-0170,climate_resilience,fall_2025,flood_resilience,Lake District,47000,2026-02-07T12:50:00-08:00,submitted
A26-5084,West End Urban Forestry Fellows,ORG-0406,climate_resilience,spring_2026,home_weatherization,Meadow Loop,55000,2026-02-28T10:10:00-08:00,submitted
A26-3722,Rosewood After-School Learning Lab,ORG-0057,youth_learning,spring_2026,home_weatherization,Central Commons,55000,2026-02-12T10:40:00-08:00,submitted
A26-5131,Maplewood Climate Ready Blocks,ORG-0447,climate_resilience,spring_2026,green_infrastructure,Hill Corridor,25500,2026-02-07T10:10:00-08:00,submitted
A26-5061,Crescent Hill Creative Placemaking Team,ORG-0083,neighborhood_arts,spring_2026,building_cooling,North Ridge,14500,2026-03-08T14:40:00-08:00,submitted
A26-7110,Parkside Heat Relief Partnership,ORG-0037,climate_resilience,spring_2026,green_infrastructure,North Ridge,56500,2026-01-18T12:30:00-08:00,submitted
A26-6525,Oak Terrace Green Alley Project,ORG-0217,climate_resilience,spring_2026,home_weatherization,Hill Corridor,48500,2026-02-14T09:30:00-08:00,duplicate
A26-3538,Westhaven Home Energy Coaching,ORG-0105,climate_resilience,spring_2026,flood_resilience,Oak Junction,17000,2026-02-05T15:20:00-08:00,submitted
A26-3028,Lakeside Energy Savings Workshop Series,ORG-0078,climate_resilience,spring_2026,home_weatherization,South Harbor,42500,2026-02-23T15:20:00-08:00,submitted
A26-5017,Juniper Creek Buffer Project,ORG-0352,climate_resilience,spring_2026,urban_heat,Meadow Loop,22000,2026-01-30T09:40:00-08:00,submitted
A26-5490,Rosewood Resilience Resource Center,ORG-0219,climate_resilience,fall_2025,building_cooling,River Ward,45000,2026-03-17T15:20:00-08:00,submitted
A26-5150,Lakeside Heat Relief Collaborative,ORG-0460,climate_resilience,spring_2026,building_cooling,West Terrace,35000,2026-02-25T15:00:00-08:00,submitted
A26-4985,Glenwood Food Recovery Team,ORG-0166,food_security,summer_2026,flood_resilience,Oak Junction,59500,2026-02-08T12:10:00-08:00,pending_correction
A26-0646,Monroe Heights Neighborhood Shade Plan,ORG-0182,climate_resilience,spring_2026,building_cooling,River Ward,23500,2026-01-16T10:40:00-08:00,submitted
A26-2244,Eastwood Heat Relief Network,ORG-0034,climate_resilience,spring_2026,urban_heat,East Market,35000,2026-03-04T12:00:00-08:00,submitted
A26-5824,Brighton Senior Wellness Program,ORG-0112,community_health,winter_2025,urban_heat,South Harbor,33000,2026-02-24T08:00:00-08:00,draft
A26-8910,Clearwater Emergency Cooling Outreach,ORG-0060,climate_resilience,spring_2026,flood_resilience,Cedar Basin,41500,2026-02-25T10:30:00-08:00,pending_correction
A26-8854,Lakeside Home Energy Coaching,ORG-0243,climate_resilience,spring_2026,flood_resilience,East Market,17500,2026-02-18T16:10:00-08:00,submitted
A26-4737,Parkside Weatherization Support Team,ORG-0124,climate_resilience,spring_2026,home_weatherization,Lake District,37500,2026-02-08T12:00:00-08:00,pending_correction
A26-3929,Ashland Energy Savings Workshop Series,ORG-0228,climate_resilience,spring_2026,flood_resilience,East Market,50000,2026-02-24T09:10:00-08:00,submitted
A26-7651,Yorktown Neighborhood Shade Plan,ORG-0205,climate_resilience,winter_2025,home_weatherization,Cedar Basin,34500,2026-03-03T12:00:00-08:00,submitted
A26-9809,Jefferson Commons Flood Preparedness Team,ORG-0143,climate_resilience,spring_2026,green_infrastructure,Central Commons,14500,2026-03-07T12:30:00-08:00,draft
A26-5056,Civic Center Flood Readiness Team,ORG-0383,climate_resilience,spring_2026,green_infrastructure,Central Commons,61000,2026-01-21T10:40:00-08:00,submitted
A26-2660,Pleasant Valley Resilience Resource Center,ORG-0051,climate_resilience,winter_2025,green_infrastructure,North Ridge,10000,2026-03-06T14:10:00-08:00,submitted
A26-5058,Ashland Shade Corridor Project,ORG-0385,climate_resilience,winter_2025,building_cooling,Cedar Basin,25500,2026-03-02T10:50:00-08:00,submitted
A26-3000,Elmwood Native Plant Corridor,ORG-0006,climate_resilience,spring_2026,urban_heat,Lake District,50000,2026-01-15T09:40:00-08:00,submitted
A26-1934,Eastwood Transit Access Team,ORG-0194,urban_mobility,spring_2026,home_weatherization,Lake District,14000,2026-02-16T14:40:00-08:00,submitted
A26-1455,Harbor Heat Network,ORG-0241,climate_resilience,spring_2026,urban_heat,South Harbor,50000,2026-02-28T13:15:00-08:00,submitted
A26-7239,Cedar Grove Weatherization Support Team,ORG-0093,climate_resilience,spring_2026,flood_resilience,North Ridge,60500,2026-02-11T14:40:00-08:00,submitted
A26-3984,Millbrook Creek Restoration Collaborative,ORG-0219,climate_resilience,spring_2026,flood_resilience,West Terrace,18500,2026-01-23T13:40:00-08:00,submitted
A26-4057,Fox Hollow Community Solar Library,ORG-0082,climate_resilience,summer_2026,green_infrastructure,Lake District,41000,2026-03-17T12:30:00-08:00,submitted
A26-9571,Woodland Weatherization Support Team,ORG-0278,climate_resilience,spring_2026,urban_heat,North Ridge,38500,2026-02-23T14:00:00-08:00,submitted
A26-4873,Franklin Creative Placemaking Team,ORG-0139,neighborhood_arts,spring_2026,green_infrastructure,Meadow Loop,24000,2026-01-24T09:50:00-08:00,submitted
A26-5473,Oak Terrace Creek Restoration Collaborative,ORG-0007,climate_resilience,spring_2026,home_weatherization,Meadow Loop,51000,2026-03-15T12:40:00-08:00,submitted
A26-4687,New Hope Community Solar Library,ORG-0249,climate_resilience,spring_2026,flood_resilience,Central Commons,21000,2026-03-11T15:20:00-08:00,submitted
A26-3907,Juniper Square Home Energy Coaching,ORG-0220,climate_resilience,spring_2026,flood_resilience,North Ridge,58000,2026-03-03T08:20:00-08:00,submitted
